id,subject_area,q,oa,ob,oc,od,oe
61f604e1-2254-565f-8f2c-6851e248d7e5,KIMYA,Aşağıdakilerden hangisinde verilen çözelti türünün karşısındaki örnek yanlıştır?,"Çözücü: Katı, Çözünen: Katı, Örnek: Lehim","Çözücü: Sıvı, Çözünen: Katı, Örnek: Şerbet","Çözücü: Sıvı, Çözünen: Sıvı, Örnek: Akvaryum suyu","Çözücü: Sıvı, Çözünen: Gaz, Örnek: Kolonya","Çözücü: Gaz, Çözünen: Gaz, Örnek: Hava"
4379afdd-efae-55f3-850e-c9df4fda4819,TURKCE,"---, annesiyle birlikte Kaşgar'a gidip amcası Kadir Han Oğulcak'a sığınır. Amcası; adına vergi tahsil etmek üzere görev yaparken yakınlardaki Artuç'a gider, burada Ebû Nasr b. Mansûr ile tanışır. İslamiyet'i kabul eder ve Abdülkerim ismini alır. Onun İslam dinini kabul ederek Türkleri büyük ölçüde İslamlaştırması halk muhayyilesinde oldukça önemli bir yer tuttuğu için hayati etrafında anlatılar ortaya çıkmıştır.

Bu parçanın başındaki boşluğa aşağıdakilerden hangisi getirilmelidir?",Manas,Satuk Buğra Han,Köroğlu,Battal Gazi,Danişment Gazi
657de616-78e8-5172-a1ce-bbc8b46d8712,BIYOLOJI,Bir canlının fotosentez yapabilmesi için aşağıdakilerden hangisine kesinlikle sahip olması gerekir?,Kloroplasta,Suyu ayrıştırabilen enzima,Güneş ışığını soğuran pigmenta,Ökaryotik hücre yapısına,Mitokondriye
312eb68a-9d14-5382-a3a5-4af19f9a615d,KIMYA,"$25^{\circ}C$'de içinde 2,5 atm basınç yapan ideal gaz bulunan $V_1$ hacmindeki cam balon, muslukla 1 litrelik havası tamamen boşaltılmış aynı sıcaklıkta başka bir cam balona bağlanıyor. Aynı sıcaklıkta musluk açıldıktan bir süre sonra $25^{\circ}C$'de ideal gazın basıncı 0,5 atm olarak ölçüldüğüne göre $V_1$ hacmi kaç litredir?","0,2","0,25","0,75","1,0","1,5"
7036b43c-9f8d-5070-88c0-ca72f84f0ee9,KIMYA,$1$ mol Na ve $1$ mol Zn metallerinden oluşan bir karışım oda koşullarında yeterince saf su içeren bir kaba atılıp yeterince beklendiğinde kaç mol $H_2$ gazı elde edilir? (Zn oda koşullarında saf su ile tepkime vermez.),"$0,5$",$1$,"$1,5$",$2$,"$2,5$"
f0abf63d-65f6-5d00-a125-276abd167b1b,KIMYA,"Fosil yakıtlar ile ilgili,
I. Oluşmaları milyonlarca yıl sürer.
II. Tamamı doğrudan kullanılabilir.
III. Alternatif enerji kaynağıdır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
4b4e594d-eaa3-530d-822e-4ac2fa4b02f1,BIYOLOJI,Sağlıklı insanların dişilerinde salgılanan östrojen ve progesteron hormonları ile ilgili aşağıdakilerden hangisi yanlıştır?,Östrojenin büyük bir miktarı yumurtalıklar tarafından salgılanır.,Östrojen ikincil dişi özelliklerin oluşmasını sağlar.,Östrojen etkisi ile döl yatağı yüzeyinde mitoz bölünmeler gerçekleşir.,Hipofizden FSH salgılandığında foliküller uyarılarak östrojen salgılanır.,Progesteron bir dişilik hormonu olup hipofizden salgılanır.
59a77701-6641-568b-bd1d-69690ff30a77,BIYOLOJI,"İnsanda fetüs kanında bulunan
I. alyuvarlar,
II. metabolizma atıkları,
III. solunum gazları
maddelerinden hangileri anne kanına geçer?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
8070c7c8-a000-5097-bf72-684a03bd333f,MATEMATIK,"$a$ ve $b$ pozitif tam sayılardır. $73! = 15^a \cdot b$ olduğuna göre, $a$'nın alabileceği en büyük değer kaçtır?",13,14,15,16,17
dc63b536-f0fe-54ab-8d4a-11214a2a8b53,FIZIK,"Gülseren Hanım, evde yemek yaparken normal bir tencere yerine düdüklü tencere kullanmayı tercih ediyor.
Buna göre, Gülseren Hanım'ın bu tercihinin nedeni,
I. Düdüklü tencerenin, içindeki suyun kaynama noktasını düşürmesi ve yemeğin çabuk pişmesini sağlaması
II. Düdüklü tencerenin, içindeki suyun kaynama noktasını yükseltmesi ve yemeğin daha çabuk pişmesini sağlaması
III. Düdüklü tencerenin, içindeki hava basıncını artırması ve yemeğin bu artış sebebiyle çabuk pişmesi
cümlelerinden hangileri ile açıklanabilir?",Yalnız II,Yalnız III,I ve II,I ve III,II ve III
121fd0f0-f7f8-5a91-8850-e43f61045f22,MATEMATIK,"$f: \mathbb{R} \to \mathbb{R}$, $f(x) = x^2+6x+m-2$ parabolü, Ox eksenini farklı iki noktada kestiğine göre, m'nin en geniş değer aralığı aşağıdakilerden hangisidir?","$(- \infty, 11)$","$(-11, 11)$","$(-1, 1)$","$(11, \infty)$","$(- \infty, -11)$"
4c994dd8-cb02-5576-81b8-502c24c55aab,FIZIK,"Bir transformatör ile ilgili, I. İdeal olmayan bir transformatörde giriş gücünün, çıkış gücünün gücünden küçüktür. II. Transformatörler doğru akımla çalışmaz. III. Bir transformatör elektromanyetik indüksiyon ilkesine göre çalışır. IV. Şehir şebekesinden gelen gerilimle beslenen bir evin mutfağında kullanılan led lambaların çalışması için alçaltıcı transformatöre ihtiyaç duyulur. yargılarından hangileri doğrudur?",I ve II,III ve IV,"I, III ve IV","II, III ve IV",II ve III
c9e69208-985c-591e-ba80-cd87326e1b11,MATEMATIK,"p ve q birer önerme olmak üzere,
I. $p \lor q$
II. $p \land q$
III. $p'$
ifadelerinden hangileri bir bileşik önermedir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
d2d9225a-02af-5a5a-a760-34f32e89f33f,KIMYA,"Vücudumuzda potasyum (K) eksikliği, I. kas tembelliği, II. böbreklerde fonksiyon bozukluğu, III. eklem ve kemiklerde ağrı rahatsızlıklarından hangilerine neden olabilir?",Yalnız II,Yalnız III,I ve II,I ve III,"I, II ve III"
a7a095f7-5599-5f46-b7d3-0bbc7c3a2b20,KIMYA,"Çözünürlük çarpımının birimi $mol^3 \cdot L^{-3}$ olan bir tuzun doymuş sulu çözeltisinde derişimi yüksek olan iyonun konsantrasyonu $2 \cdot 10^{-5}$ molar olduğuna göre, bu tuzun çözünürlük çarpımı ($K_{çç}$) kaçtır?",$1 \cdot 10^{-15}$,$4 \cdot 10^{-15}$,$4 \cdot 10^{-17}$,$2 \cdot 10^{-15}$,$4 \cdot 10^{-16}$
e3a50220-aa88-533d-846b-55afa30bb4c5,MATEMATIK,"$A = \{(x, y) : 3x + y - 6 = 0\}$ $B = \{(x, y) : 2x - y - 14 = 0\}$ kümeleri veriliyor. Buna göre, $A \cap B$ kümesinin elemanı aşağıdakilerden hangisidir?","$(4, -6)$","$(4, -2)$","$(-4, -6)$","$(-4, 6)$","$(6, 4)$"
21b4e270-cbde-5a90-84ac-8d66ac95cd50,COGRAFYA,Aşağıda jeolojik zamanlar ve bu jeolojik zamanlarda meydana gelen olaylar eşleştirmelerinden hangisi yanlıştır?,Prekambriyen - Atmosferin oluşumu,Paleozoik - Pangea Kıtası'nın oluşumu,Mezozoik - Tetis Denizi'nin oluşumu,Senozoyik - Linyit yataklarının oluşumu,Kuvaterner - Lavrasya Kıtası'nın oluşumu
12d9af0e-9c59-5123-9edc-fcd8003f1030,BIYOLOJI,"Hücrelerde farklı enzimlerin üretilmesi sırasında, gerçekleşen bazı olaylar aşağıda verilmiştir.
Bu olaylardan hangisi, bir enzimin üretilip aktif hale gelmesi sürecinde, her durumda gerçekleşir?",Farklı veya aynı amino asit çeşitleri arasında peptit bağlarının kurulması,"Sentez sırasında, mitokondrilerde üretilen ATP'lerin kullanılması",Vitaminin enzimin protein (apoenzim) kısmına bağlanması,Tersinir özellik kazanarak hücre dışına salgılanması,"Gerekli bütün amino asitlerin, hücre dışından hazır olarak alınması"
f955475c-baa9-58a7-a7c1-e94af6b4fd4b,EDEBIYAT,"Bir Türk dili ve edebiyatı öğretmeni, dersinde aşağıdaki şiiri tahtaya yansıtmıştır.
SEVGİLERDE
Sevgileri yarınlara bıraktınız
Çekingen, tutuk, saygılı.
Bütün yakınlarınız
Sizi yanlış tanıdı.
Bitmeyen işler yüzünden
(Siz böyle olsun istemezdiniz)
Bir bakış bile yeterken anlatmaya her şeyi
Kalbinizi dolduran duygular
Kalbinizdostu.
Siz geniş zamanlar umuyordunuz
Çirkindi dar vakitlerde bir sevgiyi söylemek.
Yılların telaşlarda bu kadar çabuk
Geçeceği aklınıza gelmezdi.
Gizli bahçenizde
Açan çiçekler vardı,
Gecelerde ve yalnız.
Vermeye az buldunuz
Yahut vaktiniz olmadı. (Behçet Necatigil)
Bu şiir aşağıdaki kazanımlardan hangisini gerçekleştirmek için kullanılamaz?",Şiirin temasını belirleme,Şiirde ahengi sağlayan unsurları belirleme,Şiirde söyleyici ile hitap edilen kişi arasındaki ilişkiyi belirleme,Şiirde tarihî ve mitolojik ögeleri belirleme,Şiirde nazım biçimini ve nazım türünü tespit etme
c32b214b-0cf1-551e-bdb7-16597df4555f,KIMYA,"Metil alkol ile ilgili,
I. Monoalkollerin en küçük üyesidir.
II. Zehirlidir.
III. Odun alkolü olarak bilinir.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
44908565-a375-5ea4-be66-845987891d43,KIMYA,"Bir karışımın ayırma hunisi ile bileşenlerine ayrılabilmesi için;
I. Karışım heterojen olmalı.
II. Bileşenlerin fiziksel halleri sıvı olmalı.
III. Bileşenlerin özkütleleri farklı olmalı.
yargılarından hangileri doğrudur?",Yalnız II,I ve II,I ve III,II ve III,"I, II ve III"
1fc5a23f-5cc2-5c73-9211-e76377b3db4c,BIYOLOJI,Maltoz ve selüloz molekülünün yapısında ortak olarak bulunan monomer aşağıdakilerden hangisidir?,Riboz,Deoksiriboz,Glikoz,Fruktoz,Galaktoz
ba405e24-a066-545c-8083-141f23888e1e,FIZIK,"Hızı $0,2c$ olan galaksinin Dünya'ya uzaklığı $d$ iken, hızı $0,5c$ olan galaksinin Dünya'ya uzaklığı kaç $d$'dir?",$v=H.d$,"$0,2c=H.d$","$0,5c=H.d$",$d=\frac{5}{2}d$,$d=\frac{2}{5}d$
2e5d9ccb-5ab3-5a88-bf08-dc7fe79afc54,BIYOLOJI,"Su, fotosentezin ham maddelerinden biridir. Bir bitkinin hücrelerindeki su oranı %15 değerinin altına düşerse fotosentez durur. Fotosentezde, suyun rolü için aşağıdakilerden hangisi yanlıştır?",Işığa bağımlı evrede üretilip ışıktan bağımsız evrede tüketilir.,Ortama verilecek oksijene kaynaklık yapar.,Klorofillerin kaybettiği elektronların kaynağı olarak kullanılır.,Işıktan bağımsız evre enzimlerine çalışma ortamı hazırlar.,Glikoz yapımı için gerekli olan NADPH molekülleri için hidrojen atomu sağlar.
aaf733b5-6a83-5a2f-9d99-710f1db06b89,KIMYA,"$2NaOH + Cl_2 \rightarrow X + NaCl + H_2O$
Denklemi verilen tepkimede yer alan X maddesi ile ilgili,
I. Formülü $NaClO$ olup çamaşır suyunun etken maddesidir.
II. Mikrop öldürücü olarak kullanılır.
III. Bazik özellik gösterir.
yargılarından hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
7ffa124c-427d-5402-bf4d-b10a8ddda83e,FIZIK,"Son yörüngesinde 4 elektron olan Silisyum atomuna, son yörüngesinde 5 elektron olan fosfor elementi katılırsa, I. Fosfor atomu başına 1 elektron serbest kalır. II. N tipi yarı iletken elde edilir. III. P tipi yarı iletken elde edilir. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III
30fb02c1-255e-57bd-92e1-0fffaef56eab,FIZIK,"Aylin L uzunluğundaki ipin ucuna m kütleli küre bağlayıp bir basit sarkaç, Cansu ise k yay sabitine sahip bir yayın ucuna m kütleli bir cisim bağlayıp yay sarkacı yapmıştır. Aylin ve Cansu sarkaçlarını aynı anda titreştirdiklerinde basit sarkacın bir salınımını, yay sarkacına göre daha uzun sürede yaptığı gözlemleniyor. Buna göre sarkaçların periyotlarının eşitlenmesi için Aylin'in I. basit sarkaç küresini daha büyük kütleli bir küre ile değiştirme, II. sarkacı daha küçük genlik ile değiştirme, III. sarkaç ipinin boyunu kısaltma eylemlerinden hangilerini tek başına yapması yeterli olabilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
0e4a70cf-d23a-59ce-9abf-ff9cbefea92b,BIYOLOJI,İnsanın üreme sisteminde görev yapan hormonlar ve özellikleriyle ilgili aşağıdaki eşleştirmelerden hangisi yanlıştır?,Testosteron $\rightarrow$ Spermlerin döllenme ve hareket yeteneği kazanması,LH $\rightarrow$ Büyüyen foliküllerin yırtılması ve serbest kalan yumurtanın yumurta kanalına geçmesi,Östrojen $\rightarrow$ Endometriyumun seri mitoz bölünmeler geçirerek embriyoyu tutacak şekilde gelişmesi,"Progesteron $\rightarrow$ Kadınlarda ince ses, sakal - bıyık çıkmaması gibi ikincil eşeysel özelliklerin oluşması",LTH $\rightarrow$ Süt bezlerinde süt üretilmesi
068e288b-1be9-5c96-a641-7ad226b56336,KIMYA,"Doymamış bir şekerli su çözeltisine aynı sıcaklıkta bir miktar daha şeker ilave edildiğinde, I. Çözelti kütlesi artar. II. Çözeltinin elektrik iletkenliği artar. III. Daha derişik bir çözelti elde edilir. ifadelerinden hangileri doğru olur?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III
3ccaf383-3624-5c9e-82fe-8ed079ddb548,KIMYA,"Oda koşullarında X maddesi Y ile süspansiyon, Z ile emülsiyon oluşturmaktadır.
Buna göre oda koşullarındaki X, Y ve Z maddeleri ile ilgili;
I. Y'nin fiziksel hâli katı, X ve Z'ninki sıvıdır.
II. Y maddesi X maddesinde çözünmez.
III. X ile Z maddeleri birbirlerini çözemezler.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
4f5a651c-e283-5d4f-ac2b-3067ae17b361,TURKCE,"Aşağıdaki cümlelerin hangisinde ""ve"" bağlacı zarfları birbirine bağlamıştır?","Tarih bilimi, hayatımızın her alanına ve her yönüne ışık tutar.",İş yerine yeni başlayan bu genci ilk gördüğünde dikkatle ve uzun uzun süzmüştü.,Yayıncıların ve eğitimcilerin tek odak noktasının sınav sistemi olmaması etkileyici.,Boşa geçen yılların ardından dönüp geçmişe bakmak artık beni ve onu yoruyor.,İstanbul'un tarihî dokusu ve ihtişamlı manzarası karşısında etkilenmemek mümkün değil.
dc4562db-ac2b-5fe1-9bc3-2a5d4e2a0895,KIMYA,"Kapalı bir kapta 25 gram X bileşiğinin tamamı, $X(k) \to Y(k) + Z(g)$ tepkimesine göre parçalandığında 10 gram Z gazı oluştuğu gözleniyor.
Buna göre,
I. Oluşan Y 5 gramdır.
II. Toplam kütle korunmuştur.
III. Toplam katı kütlesi korunmuştur.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
4f90925d-ecce-5993-8b46-a48971bda168,TARIH,Mondros Ateşkes Antlaşması'ndan sonra İtilaf Devletleri'nin Anadolu'nun çeşitli yerlerini işgal etmeleri ve azınlıkların bağımsızlık faaliyetlerine girişmelerine tepki olarak Türk halkının Kuvay-ı Milliye'yi oluşturarak direnişe geçmesinde aşağıda verilen duygu ve düşüncelerden hangisinin etkili olduğu savunulamaz?,Demokrasi,Milliyetçilik,Bağımsızlık,Vatanseverlik,Üniter devlet
7a454c1b-1f1f-5a80-be41-c1bbddc306e7,KIMYA,Aşağıda verilenlerden hangisi su tasarrufu için yapılması gerekenlerden değildir?,Diş fırçalarken musluğu kapatmalıyız.,Duş süresini kısaltmalıyız.,Çamaşır ve bulaşık makinelerini tam doldurmadan çalıştırmamalıyız.,Bulaşıkları makine yerine elde yıkamalıyız.,Damlayan muslukları tamir etmeliyiz.
e0f753ed-76a1-5143-a01c-b87e2de757d0,KIMYA,"Bazı öğrencilerin yapmayı sevdiği şeyler ile ilgili şu bilgiler veriliyor:
• Orçun, müsait olduğu zamanlarda ağaç dikerek yeşil alanların artırılması için uğraşıyor.
• Ali, araba tutkunu olduğu için benzinli spor arabalarıyla Bağdat Caddesi'nde tur atmaya bayılıyor.
• Zeynep, sıcak havalarda evde ve arabada sürekli klima kullanmayı seviyor.
Buna göre, bu öğrencilerden hangilerinin yapmayı sevdiği şey çevre kirliliğini artırır?",Orçun,Ali,Zeynep,Ali ve Zeynep,Orçun ve Ali
f8bbe5b8-21b9-502a-ba82-73ab20d09a73,BIYOLOJI,"İnsan vücudunda, I. Glikoz + $O_2 \rightarrow CO_2 + H_2O$ II. $H^+ + Hb \rightarrow HbH$ III. $O_2 + Hemoglobin \rightarrow Oksihemoglobin$ olaylarından hangilerinin gerçekleşmesi, kanın pH'ına azaltıcı etki yapar?",Yalnız I,I ve II,Yalnız II,Yalnız III,II ve III
3f72a038-8506-590d-ad07-617863604a25,MATEMATIK,"İki basamaklı bir doğal sayıya 6 eklendiğinde rakamları toplamı 3 azalmıştır. Buna göre, bu şartı sağlayan iki basamaklı en büyük sayı, en küçük sayıdan kaç fazladır?",30,40,50,60,75
5e9abf06-cd24-53cb-bda5-9ab7efab61ba,KIMYA,"Sıvı hâldeki etanol ile ilgili
I. Açık bir kapta her sıcaklıkta buharlaşır.
II. Aynı koşullarda farklı yüzey alanına sahip eşit kütleli iki etanol örneğinin buharlaşma hızları aynıdır.
III. Etanolün denge buhar basıncı, içinde bulunduğu kabın hacmine bağlıdır.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III
8c1299a7-0b88-5266-87da-1f530494871d,FIZIK,"Termal kameralarla ilgili;
I. Ses dalgalarıyla görüntü elde edilir.
II. Maddelerden yayılan kızılötesi ışınımları tespit eder.
III. Sadece karanlık ortamlarda görüntü elde edilir.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
4634ae0c-0f2a-5eb0-8c46-c622a3331318,TARIH,ABD'nin Avrupa'da uygulamaya koyduğu Marshall Planı'na karşı SSCB aşağıdakilerden hangisini uygulamaya koymuştur?,Molotof Planı'nı,Kollektifleştirme politikasını,Sovyetleştirme politikasını,Zorunlu göç politikasını,Novaya Ekonomiceskaya politikasını
f4ec6841-499d-5cf2-8626-d43a49451a6a,TURKCE,Aşağıdaki cümlelerin hangisinde altı çizili deyimin anlamı parantez () içinde verilen açıklamayla uyuşmamaktadır?,"Apartman sakinleri, her ay yüksek gelen aidatlarla ilgili olarak site yöneticilerine kazan kaldırmıştı. (Karşı çıkmak)","Hafta sonu yapılacak iş görüşmesi için gözüne uyku girmiyor, uykuları kaçıyordu. (Endişe duymak)","Otelde kurallar esnetilince işler çığrından çıkmış, herkes kafasına göre takılır olmuştu. (Bozulmak, çığrından çıkmak, düzenini yitirmek)","Kendisine verilen birçok görevi yerine getirmiş, arkadaşları arasında mevki olarak havalı kalmıştı. (Yüksek bir yerde durmak)","Arkadaşımın yüzü gülüyor, kalbim başarıma sınavı iyi geçmişti. (İçtenliği ile güvenmek, bir şeyi doğrulamak)"
0d922d76-f42b-5059-b040-0e356790e028,MATEMATIK,"A bir reel sayıdır. $A = \frac{48}{x^2+y^2-6x+4y+15}$ olduğuna göre, A sayısının en büyük değeri kaçtır?",6,8,14,18,24
41e1ff79-61c4-5d2e-b0ce-bcab31cc0b99,TURKCE,"Daha yedi sekiz yaşlarında olduğum o günlerde babamın (I) beni de yanına alarak hem uzamış (II) saçlarımı kestirmek hem de şöyle sinekkaydı bir tıraş olup o eski gençlik günlerine tekrar dönebilmek hevesiyle gittiğimiz bu berber dükkânı; babamla her ay uğradığımız, kendimizi bambaşka (V) bir dünyanın içinde bulduğumuz bir yerdi.
Bu cümlede numaralanmış bölümlerin hangisi sıfat değildir?",I,II,III,IV,V
008a7ecf-2bce-56ff-8470-fcc496a47444,MATEMATIK,"$y = f(x)$ parabolüne I. $f(x-2)$ II. $2f(x)$ III. $f(x)+1$ dönüşümleri ayrı ayrı uygulanıyor. Buna göre, verilen dönüşümlerle elde edilen parabollerden hangilerinin diskriminantı, başlangıçta verilen $f$ parabolünün diskriminantı ile aynıdır?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
0094787f-70af-5409-96e4-c79d06ba208a,EDEBIYAT,"I. Senin için dağları delerim
Kızgın çöllerde seni ararım
II. Ben toprak oldum yolunda /Sen aşırı güzelsin
Şu karşıma göğüs geren / Taş bağrılı dağlar mısın
III. Kirpikleri uzundur yârin hayale sığmaz
Meşhur bir meseldir ""Mızrak çuvala sığmaz""
IV. Kim bu cennet vatanın uğruna olmaz ki feda?
Şüheda fışkıracak, toprağı sıksan şüheda.
Yukarıdaki verilen sanatlar, numaralanmış dizelerle eşleştirildiğinde hangisi dışta kalır?",Hüsnütalil,İrsalimesel,İstifham,Kinaye,Mübalağa
527352ff-ac69-5dc9-865b-af9b576f1149,GEOMETRI,"Analitik düzlemde $P(a, b)$ noktası $ax + by - 25 = 0$ doğrusunun üzerindedir. Buna göre, P noktasının orijine uzaklığı kaç birimdir?",$5$,$5\sqrt{2}$,$5\sqrt{3}$,$4\sqrt{5}$,$10$
2e8c1090-83f0-5019-b688-24f077dd2d1c,MATEMATIK,"$x^2-5x+2=0$ denkleminin kökleri $x_1$ ve $x_2$ dir. Buna göre, kökleri $x_1-2$ ve $x_2-2$ olan ikinci dereceden denklem aşağıdakilerden hangisidir?",$x^2+x+16=0$,$x^2-x+16=0$,$x^2-x-4=0$,$x^2-x+4=0$,$x^2-x-6=0$
4b2712f4-37a8-5254-8bea-415b062d8cf2,TURKCE,"(I) Kimi zaman beğenilmenin yanında karşısındakinden bir onay beklercesine girer. (II) Nasıl bir çocuk iş yaptığında annesinin onayını bekler; annesi onu gözüyle, bakışıyla onayladığı zaman mutlu olursa yetişkin insan da iyi bir şey yaptığında bunun onaylanmasını ister. (III) Bu, beyindeki ödül - ceza sisteminin gelişmesi açısından önemlidir ama bu, kişinin işi ne işin yaptığıyla da alakalıdır. (IV) Para için yapıyorsa para kazandığında mutlu olur. (V) Eğer alkış için, halkın takdirini kazanmak için yapıyorsa alkışlandığı zaman mutlu olur.

Bu parçada numaralanmış cümlelerle ilgili olarak aşağıdakilerden hangisi söylenemez?","I. Cümlede ""için"" edatı isim çekim eki alarak isimleşmiştir.","II. Cümlede ""ile"" sözcüğünün birincisi bağlaç, ikincisi edat görevinde kullanılmıştır.",III. Cümlede bağlaç cümleleri bağlamıştır.,"IV. Cümlede edat, amaç - sonuç ilgisi kurmuştur.",V. Cümlede açıklayıcı cümle başı bağlacı kullanılmıştır.
bdf49f4a-877a-57a5-961a-b8ff2bbbc372,FIZIK,"Lise öğrencisi Mert, bilim fuarı projesi için bir karton köprü yapmış ve köprünün üzerine farklı ağırlıklar koymuştur. Mert, köprünün hafif yükler altında eğilmediğini, daha ağır yükler altında eğildiğini gözlemliyor ve bu gözlemleri Newton'un hareket yasaları çerçevesinde açıklamaya çalışıyor.
Mert'in köprü deneyine dayanarak kuvvetin etkileri ile ilgili,
I. Kuvvet, nesnelerin şeklini değiştirebilir.
II. Kuvvet, nesnelerin dengesini bozabilir.
III. Kuvvet, nesneler üzerinde her zaman görünür bir deformasyona neden olur.
ifadelerinden hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
b8d01583-181f-5f36-815b-1aa69c56d562,FIZIK,"Basit harmonik harekette cisme etki eden geri çağırıcı kuvvetin yönü, I. Konum vektörüne zıttır. II. İvmeyle aynı yönlüdür. III. Hız ile aynı yönlüdür. yargılarından hangileri her zaman doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
80eda115-a299-53a0-b675-0851471a32a2,TARIH,"I. Mustafa Kemal'in Türk milletinin beklediği ses dediği, eserlerindeki vatan sevgisi ve hürriyet fikirlerinden etkilendiği şairdir.
II. Mustafa Kemal'in bana Türk milliyetçiliği özelliği kazandırdığı dediği şairdir.
Buna göre, sözü edilen şairler aşağıdakilerden hangisinde verilmiştir?",Namık Kemal - Mehmet Emin Yurdakul,Ömer Seyfettin - Tevfik Fikret,Mehmet Akif Ersoy - Namık Kemal,Tevfik Fikret - Ziya Gökalp,Ziya Gökalp - Mehmet Emin Yurdakul
0a5319e5-55eb-5e55-b45f-5ac73eb18ce1,BIYOLOJI,"Enzimler, etkinliklerini substratın dış yüzeyinden itibaren başlattıkları için substratın enzimle temas eden yüzeyi arttıkça reaksiyonun hızı da artar. Bu duruma, aşağıdaki olaylardan hangisi örnek verilebilir?","Besinlerle alınan yağların, hücresel solunumda kullanılmasıyla, diğer besinlerden daha çok enerji ve su oluşması",Hücre içinde üretilen enzimlerin vücut dışında da besinleri parçalayabilmesi,Bitkilerde yaprak yüzeyi arttıkça üretilen besin miktarının da artması,"Çiğnenerek yutulan besinlerin, bütün (çiğnenmeden) yutulan besinlere göre daha çabuk sindirilmesi",Vücuda alınan besinlerdeki su oranına bağlı olarak oluşan idrar miktarının artması
514e43cb-2d70-5a05-a565-a5ab3f7452f4,KIMYA,"Tuzlarla ilgili;
I. İyonik bağlı bileşiklerdir.
II. Sulu çözeltileri elektrik akımını iletir.
III. Sulu çözeltileri asidik, bazik veya nötr olabilir.
IV. Sadece asit - baz tepkimeleri sonucu oluşabilir.
yargılarından hangileri doğrudur?",I ve II,I ve III,"I, II ve III","II, III ve IV","I, II, III ve IV"
b6520fe3-34a4-5f9c-9acc-f7bf85716499,MATEMATIK,"Dört basamaklı $8a5b$ sayısı hem 2 ile hem de 3 ile tam bölünebilmektedir. Buna göre, $a+b$ toplamı en az kaç olabilir?",1,2,4,5,7
53e9d85e-7205-5da0-9f82-c7f3ac8f984d,KIMYA,"Oda koşullarında $17$ gram $\text{NaNO}_3$ katısının suda tamamen çözünmesi ile hazırlanan $200$ mL'lik sulu çözeltinin kaynamaya başlama noktası ($100 + a$) $^	ext{o}	ext{C}$'dir. Aynı basınç altında $0,6$ mol $\text{X(NO}_3)_x$ içeren $600$ mL'lik sulu çözeltinin kaynamaya başlama sıcaklığı ($100 - 2a$) $^	ext{o}	ext{C}$'dir. Buna göre, $\text{X(NO}_3)_x$'deki $x$ değeri kaçtır? (Mol kütlesi: $\text{NaNO}_3 = 85$ g/mol)",$1$,$2$,$3$,$4$,$5$
106296a8-3018-5e20-a8fe-da91629479cb,BIYOLOJI,Bazı bitki hücreleri farklılaşarak yeni hücreler oluşturabilme yeteneğine sahiptir. Bir hücre ve oluşturduğu yapılarla ilgili aşağıdaki eşleştirmelerden hangisi yanlıştır?,Kambiyum $\rightarrow$ Floem hücresi,Parankima hücresi $\rightarrow$ Kambiyum,Primer meristem $\rightarrow$ Parankima hücresi,Floem hücresi $\rightarrow$ Havuz hücresi,Sekonder meristem $\rightarrow$ Ksilem
0bb4a46c-f587-55fc-8900-79621669c5b4,BIYOLOJI,"Enzim miktarının sabit tutulduğu bir ortamda, substrat yoğunluğu sürekli olarak artırılıyor. Bu durumun reaksiyon hızı üzerinde aşağıdakilerden hangisine neden olması beklenir?",Ürün miktarının azalması,"Tepkime hızının bir dereceye kadar artıp, sonra sabit kalması",Tepkime hızının sürekli artması,Enzimlerin bozulması sonucu enzim miktarının azalması,Reaksiyonun önce yavaşlayıp sonra hızlanması
